epoch_idx,k,n_collected,decode_success,c,delta,trial,seed
0,294,357,0,0.1,0.01,11,random
0,294,358,0,0.1,0.01,11,random
0,294,359,0,0.1,0.01,11,random
0,294,360,0,0.1,0.01,11,random
0,294,361,0,0.1,0.01,11,random
0,294,362,0,0.1,0.01,11,random
0,294,363,0,0.1,0.01,11,random
0,294,364,0,0.1,0.01,11,random
0,294,365,0,0.1,0.01,11,random
0,294,366,0,0.1,0.01,11,random
0,294,367,0,0.1,0.01,11,random
0,294,368,0,0.1,0.01,11,random
0,294,369,0,0.1,0.01,11,random
0,294,370,0,0.1,0.01,11,random
0,294,371,0,0.1,0.01,11,random
0,294,372,0,0.1,0.01,11,random
0,294,373,0,0.1,0.01,11,random
0,294,374,0,0.1,0.01,11,random
0,294,375,0,0.1,0.01,11,random
0,294,376,0,0.1,0.01,11,random
0,294,377,0,0.1,0.01,11,random
0,294,378,0,0.1,0.01,11,random
0,294,379,0,0.1,0.01,11,random
0,294,380,0,0.1,0.01,11,random
0,294,381,0,0.1,0.01,11,random
0,294,382,0,0.1,0.01,11,random
0,294,383,0,0.1,0.01,11,random
0,294,384,0,0.1,0.01,11,random
0,294,385,0,0.1,0.01,11,random
0,294,386,0,0.1,0.01,11,random
0,294,387,0,0.1,0.01,11,random
0,294,388,0,0.1,0.01,11,random
0,294,389,0,0.1,0.01,11,random
0,294,390,0,0.1,0.01,11,random
0,294,391,0,0.1,0.01,11,random
0,294,392,0,0.1,0.01,11,random
0,294,393,0,0.1,0.01,11,random
0,294,394,0,0.1,0.01,11,random
0,294,395,0,0.1,0.01,11,random
0,294,396,0,0.1,0.01,11,random
0,294,397,0,0.1,0.01,11,random
0,294,398,0,0.1,0.01,11,random
0,294,399,0,0.1,0.01,11,random
0,294,400,0,0.1,0.01,11,random
0,294,401,0,0.1,0.01,11,random
0,294,402,0,0.1,0.01,11,random
0,294,403,0,0.1,0.01,11,random
0,294,404,0,0.1,0.01,11,random
0,294,405,0,0.1,0.01,11,random
0,294,406,0,0.1,0.01,11,random
0,294,407,0,0.1,0.01,11,random
0,294,408,0,0.1,0.01,11,random
0,294,409,0,0.1,0.01,11,random
0,294,410,0,0.1,0.01,11,random
0,294,411,0,0.1,0.01,11,random
0,294,412,0,0.1,0.01,11,random
0,294,413,0,0.1,0.01,11,random
0,294,414,0,0.1,0.01,11,random
0,294,415,0,0.1,0.01,11,random
0,294,416,0,0.1,0.01,11,random
0,294,417,0,0.1,0.01,11,random
0,294,418,0,0.1,0.01,11,random
0,294,419,0,0.1,0.01,11,random
0,294,420,0,0.1,0.01,11,random
0,294,421,0,0.1,0.01,11,random
0,294,422,0,0.1,0.01,11,random
0,294,423,0,0.1,0.01,11,random
0,294,424,0,0.1,0.01,11,random
0,294,425,0,0.1,0.01,11,random
0,294,426,0,0.1,0.01,11,random
0,294,427,0,0.1,0.01,11,random
0,294,428,0,0.1,0.01,11,random
0,294,429,1,0.1,0.01,11,random
