epoch_idx,k,n_collected,decode_success,c,delta,trial,seed
0,9854,413,0,0.1,0.05,49,random
0,9854,414,0,0.1,0.05,49,random
0,9854,415,0,0.1,0.05,49,random
0,9854,416,0,0.1,0.05,49,random
0,9854,417,0,0.1,0.05,49,random
0,9854,418,0,0.1,0.05,49,random
0,9854,419,0,0.1,0.05,49,random
0,9854,420,0,0.1,0.05,49,random
0,9854,421,0,0.1,0.05,49,random
0,9854,422,0,0.1,0.05,49,random
0,9854,423,0,0.1,0.05,49,random
0,9854,424,0,0.1,0.05,49,random
0,9854,425,0,0.1,0.05,49,random
0,9854,426,0,0.1,0.05,49,random
0,9854,427,0,0.1,0.05,49,random
0,9854,428,0,0.1,0.05,49,random
0,9854,429,0,0.1,0.05,49,random
0,9854,430,0,0.1,0.05,49,random
0,9854,431,0,0.1,0.05,49,random
0,9854,432,0,0.1,0.05,49,random
0,9854,433,0,0.1,0.05,49,random
0,9854,434,0,0.1,0.05,49,random
0,9854,435,0,0.1,0.05,49,random
0,9854,436,0,0.1,0.05,49,random
0,9854,437,0,0.1,0.05,49,random
0,9854,438,0,0.1,0.05,49,random
0,9854,439,0,0.1,0.05,49,random
0,9854,440,0,0.1,0.05,49,random
0,9854,441,0,0.1,0.05,49,random
0,9854,442,0,0.1,0.05,49,random
0,9854,443,0,0.1,0.05,49,random
0,9854,444,0,0.1,0.05,49,random
0,9854,445,0,0.1,0.05,49,random
0,9854,446,0,0.1,0.05,49,random
0,9854,447,0,0.1,0.05,49,random
0,9854,448,0,0.1,0.05,49,random
0,9854,449,0,0.1,0.05,49,random
0,9854,450,0,0.1,0.05,49,random
0,9854,451,0,0.1,0.05,49,random
0,9854,452,0,0.1,0.05,49,random
0,9854,453,0,0.1,0.05,49,random
0,9854,454,0,0.1,0.05,49,random
0,9854,455,0,0.1,0.05,49,random
0,9854,456,0,0.1,0.05,49,random
0,9854,457,0,0.1,0.05,49,random
0,9854,458,0,0.1,0.05,49,random
0,9854,459,0,0.1,0.05,49,random
0,9854,460,0,0.1,0.05,49,random
0,9854,461,0,0.1,0.05,49,random
0,9854,462,0,0.1,0.05,49,random
0,9854,463,0,0.1,0.05,49,random
0,9854,464,0,0.1,0.05,49,random
0,9854,465,0,0.1,0.05,49,random
0,9854,466,0,0.1,0.05,49,random
0,9854,467,0,0.1,0.05,49,random
0,9854,468,0,0.1,0.05,49,random
0,9854,469,0,0.1,0.05,49,random
0,9854,470,0,0.1,0.05,49,random
0,9854,471,0,0.1,0.05,49,random
0,9854,472,0,0.1,0.05,49,random
0,9854,473,0,0.1,0.05,49,random
